text,label,clean_text
RT USER Klo gk kasih aja gelar doktor sama juragan mu prabowo sebianto calon presiden seumur hidup,1,klo gk kasih aja gelar doktor juragan mu prabowo sebianto calon presiden seumur hidup
USER USER Budaya kan beli cabe rawit bosS,0,budaya beli cabe rawit boss
USER USER Teori yg bener bkn tiori ini pasti bani Cumi2 asal mangap tpi yg masuk racun ya',1,teori yg bener bkn tiori bani cumi mangap tpi yg masuk racun ya
USER USER DIKTATOR JOKOWI ITU SEBENARNYA JONGOS ORGANISASI JAGAL MANUSIA NAHDATUL ULAMA,1,diktator jokowi jongos organisasi jagal manusia nahdatul ulama
"USER Hee kliru ! Lidah buaya, bukan Lidah Mertua.'",0,hee kliru lidah buaya lidah mertua
"USER Pesimis, culun dasar. DOA AJA DULU SAPA TAU SAPA TAUU'",1,pesimis culun dasar doa aja sapa tau sapa tauu
"USER Lae itu komen adminnya partai apa gak studi atau nanya sama yg tau ttg ekonomi makro ya ... Kalo negara bisa dengan gampang nyetak uang, nilai mata uangnya kan makin turun, terus mata uang kok diperlakukan seperti komoditi yg diperjualbelikan",0,lae komen adminnya partai gak studi nanya yg tau ttg ekonomi makro ya kalo negara gampang nyetak uang nilai mata uangnya turun mata uang diperlakukan komoditi yg diperjualbelikan
Bilang sayang duluan lu juga yang ninggalin gua duluan kntl',1,bilang sayang duluan lu ninggalin gua duluan kntl
"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018; ; Nh",0,warga baduy selesai memperingati tradisi seba pendopo pemkab lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu sebabaduy nh
halah ngomongin di belakang bisa begitu di samperin ciut HAHAHAHA KAMPANG',1,halah ngomongin samperin ciut hahahaha kampang
suka kepikiran? iya ga munafik dah takut terulang lagi :( Be positive thinking aja deh.',0,suka kepikiran iya ga munafik dah takut terulang be positive thinking aja deh
Festival Pesona Tambora Angkat Eksotisme Alam dan Budaya Dompu dan Bima #WonderfulIndonesia,0,festival pesona tambora angkat eksotisme alam budaya dompu bima wonderfulindonesia
RT USER: Kontol bengkok\xf0\x9f\x98\x86 URL,0,kontol bengkok xf x f x x
RT USER: RT USER: Cowok ganteng six pack pamer kontol besar beurat di kamar URL,0,cowok ganteng six pack pamer kontol beurat kamar
USER Ganti cocot luh ma eek kuda',1,ganti cocot luh ma eek kuda
"USER USER USER USER USER USER USER USER So, apakah dengan melakukan hal ini mereka mengakui kalau mereka identik dengan bom ?? \xf0\x9f\x98\x89'",0,so mengakui identik bom xf x f x x
USER apakah terlihat spt banci? URL,0,spt banci
"USER Untung temen gua di kampus sama sama cari budget makan di bawah 10k :'), warung langganan\n1. Warung SD 4 nasi ayam saus padang ples es teh cuma 9500\n2. Campur Sari rata rata 10kk\nSekalinya hedon di akhir semester pas udah pada mau balik ka",0,untung temen gua kampus cari budget makan k warung langganan n warung sd nasi ayam saus padang ples es teh n campur sari kk nsekalinya hedon semester pas udah ka
"Ikuti USER untuk mengetahui informasi terkini seputar ekonomi, keuangan, perbankan, investasi, saham di Indonesia dan dunia hari ini",0,ikuti informasi terkini seputar ekonomi keuangan perbankan investasi saham indonesia dunia
YANG Perlu di sadari krisis moneter itu sebenarnya krisis Ekonomi.,0,sadari krisis moneter krisis ekonomi
USER Namanya jg congor oposisi. Apalagi isi mulut nya klo ga hal negatif pemerintahan yg berkuasa',1,namanya jg congor oposisi isi mulut nya klo ga negatif pemerintahan yg berkuasa
"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival\n\nN'",0,tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohoninternationalflowerfestival n nn
"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""",0,kekuranganmu kelebihanmu hehehe n n suka ngaret balas pesan tuh lamaaa banget n nyebelin suka hipertensi n suka ngatain aneh aneh i m okay n ngambekan n lemot n bolot n repeat n nini dah pas c seneng gak
USER Gue bete nntn seducer anjir yg lain aktingny pol giliran female leadny aduh gue berasa liat kristen stewart di twilight yg ekspresiny gitu gitu aj',0,gue bete nntn seducer anjir yg aktingny pol giliran female leadny aduh gue berasa liat kristen stewart twilight yg ekspresiny gitu gitu aj
RT USER: Ajari aku bagaimana bersikap masa bodo seperti yg kamu lakukan padaku \xf0\x9f\x98\x80',0,ajari bersikap bodo yg lakukan padaku xf x f x x
USER peluklah aku yang membawa bom takjil \xf0\x9f\x98\x8a',0,peluklah membawa bom takjil xf x f x x a
"USER Stupid idiot, coba di luar negeri BBM naik tiap saat tdk ada yg protes.'",1,stupid idiot coba negeri bbm tdk yg protes
USER USER Wong kafir mana bisa baca ayat itu. Sotooooy lu fir.',1,kafir baca ayat sotooooy lu fir
"4.setelah mencapai tujuan kehidupan sebaiknya masih tetap bulat tidah patah maupun cacad ""hilang atau terbilang""'",0,mencapai tujuan kehidupan bulat tidah patah cacad hilang terbilang
Pemeluk agama Budha di indonesia 90 % adalah etnis TIONGHOA (CINA) yg didalam nya adalah sejumlah para Taipan2 penjajah besar indonesia,1,pemeluk agama budha indonesia etnis tionghoa cina yg didalam nya taipan penjajah indonesia
"USER ""cowok di dunia ini itu cuma ada 2 macem kalo bukan bajingan ya maho""'",0,cowok dunia macem kalo bajingan ya maho
Kalo sekarang ada PKI gaya baru Jokowi antek komunis,1,kalo pki gaya jokowi antek komunis
"Putri Presiden Jokowi, Kahiyang Ayu Akan Jalani Prosesi 'Mitoni', Bakal Ada Pesta Rakyat Lagi?",0,putri presiden jokowi kahiyang ayu jalani prosesi mitoni pesta rakyat
"USER Woii ternyata riri wkwkk, ya lu ganti uname sama dn sih kan asing:('",0,woii riri wkwkk ya lu ganti uname dn sih asing
Aku syak jerawat ni spesis fans chelsea lah suka tumbuh dekat dalam hidung ala ala gua gitu. \n\nDah 2018 move on lu jerawat. Tumbuh aja dimana ya terserah yang penting bukan di hidung ya setan budek.',0,syak jerawat ni spesis fans chelsea suka tumbuh hidung ala ala gua gitu n ndah move on lu jerawat tumbuh aja dimana ya terserah hidung ya setan budek
"USER Yo, yo, ini kontol :D'",0,yo yo kontol d
"USER Belum 1 tahun jadi gubernur, relasinya dahsyat. dulu ada gubernur, yang ngakunya kalau jadi presiden bakalan jadi bagus malah amburadul dibuatnya.",0,gubernur relasinya dahsyat gubernur ngakunya presiden bagus amburadul
USER USER USER USER USER Lalu anda ingin menyebutnya kafir menggunakan logikanya surat alkafirun dari ustad tengku zul?? Tafsirnya mana itu??',0,menyebutnya kafir logikanya surat alkafirun ustad tengku zul tafsirnya
cewe itu gak selama nya bisa sabar ngadepin kelakukan bajingan laki-laki',0,cewe gak nya sabar ngadepin kelakukan bajingan laki laki
semakin di biarkan semakin habis nih aset negara. lengserkan jokowi.. URL,1,biarkan habis nih aset negara lengserkan jokowi
Dan saat ini pemerintah dengan serius memperhatikan pengembangan ekonomi umat di antaranya melalui program Bank Wakaq Mikro. ; ; #Moeldoko,0,pemerintah serius memperhatikan pengembangan ekonomi umat program bank wakaq mikro moeldoko
"Apaaaaaaaaaan.. an tuh ! ?; ; Babeh Jajah ajah kepengenan Presiden Baru kagak muluk2, katanye nyang penting... ; Yg Berakhlak, Beragama, dan Berbudaye.; ; Ane tambain boleh ye beh..?; Jgn nyang kang Bo'ong / Ngibul ; Planga-Plongo kaye Dil'aun ?; ; #2019G",1,apaaaaaaaaaan an tuh babeh jajah ajah kepengenan presiden kagak muluk katanye nyang yg berakhlak beragama berbudaye ane tambain ye beh jgn nyang kang bo ong ngibul planga plongo kaye dil aun g
"USER wkwkwkwkwkwkwk kenapa dihapus twitnya, uda? Saya ketawa kenceng sampai seisi kantor pada bingung. Yg nonton film itu babi hahahahahaha'",0,wkwkwkwkwkwkwk dihapus twitnya uda ketawa kenceng seisi kantor bingung yg nonton film babi hahahahahaha
"USER USER USER USER Kalo indonesia mempersulit tka...bagaimana nasib tki bro...semua ada mekanisme nya...dan jumlahnya wajar, malah lebih banyak tki yg kerja di luar negeri...piye bro \xf0\x9f\x98\x81\xf0\x9f\x98\x",0,kalo indonesia mempersulit tka nasib tki bro mekanisme nya wajar tki yg kerja negeri piye bro xf x f x x xf x f x x
USER UWOY JADI BENCONG JUGA HAHAHAHA \xf0\x9f\x98\xad',0,uwoy bencong hahahaha xf x f x xad
"Pilkada Tegal, Komitmen Herujito Sugono Dalam Pilkada Bersih dan Damai",0,pilkada tegal komitmen herujito sugono pilkada bersih damai
KPK: Banyak Kepala Daerah Tertangkap Bukan karena PilkadaÂ Langsung,0,kpk kepala daerah tertangkap pilkada langsung
BRENGSEK BAJINGAN GIMANA SIH GAK WARAS GUE ASTAGHFIRULLAH!!! URL,1,brengsek bajingan gimana sih gak waras gue astaghfirullah
USER Mampus lo diserang nanti.',1,mampus lo diserang
RT USER: USER Aaaah kemana aja sih politisi Gerindra nih... wong jokowi ngomongnya aja dikit2 yg byk malah bagi2 sepeda ...,1,aaaah kemana aja sih politisi gerindra nih jokowi ngomongnya aja dikit yg byk sepeda
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,
USER USER klo buat cebong biadab ga masalah sih hihihi',1,klo cebong biadab ga sih hihihi
"A orangnya enak diajak curhat, setia dan romantis",0,a orangnya enak diajak curhat setia romantis
"Penyebab macetnya divestasi saham Freeport, salah satunya adalah terbitnya Peraturan Pemerintah Nomor 20 tahun 1994 yang menyatakan, perusahaan penanaman modal asing tidak diwajibkan mendivestasi sahamnya kepada pihak Indonesia #Freeport51'",0,penyebab macetnya divestasi saham freeport salah satunya terbitnya peraturan pemerintah nomor perusahaan penanaman modal asing diwajibkan mendivestasi sahamnya indonesia freeport
USER USER USER Baru namanya timnya baja bajingan JA',1,namanya timnya baja bajingan ja
""" Pendapat masing-masing membuat orang buta akan kebenaran! "" (Uchiha Obito)'",0,pendapat orang buta kebenaran uchiha obito
USER biar bantuan asing mrngalir\n\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c',0,biar bantuan asing mrngalir n xf x f x x c xf x f x x c xf x f x x c xf x f x x c
USER Saya NU saya tidak mengakui said aqil sebagai kiai dan saya tidak akan pilih jokowi.,1,nu mengakui said aqil kiai pilih jokowi
"Emang ada hukum kristen? Setau gw sih cuma ada 10 perintah Allah, dan gak ada hukuman bagi pelanggar dari pemuka agama yg berwenang...",0,emang hukum kristen setau gw sih perintah allah gak hukuman pelanggar pemuka agama yg berwenang
Rezim anti islam..Sampai kpn kau zalimi ulama kami URL,1,rezim anti islam kpn kau zalimi ulama
"Mana bisa percya lagi,sdgkan induknya penista smp skrg lum ditahan tp malah dibela. URL",1,percya sdgkan induknya penista smp skrg lum ditahan tp dibela
ANGGOTA DPR INI SDH TUDAK MALU BANYAK KORUPSI TP TDK MAU DIGANGGU,1,anggota dpr sdh tudak malu korupsi tp tdk diganggu
"USER USER Pengen nanya, emgnya kata tuli, bisu dan cacat itu kata kasar ya? Bang onyol knp jd begini? :('",0,pengen nanya emgnya tuli bisu cacat kasar ya bang onyol knp jd
"Di Kazakhstan, kartun SpongeBob SquarePants dilarang, karena kartun ini menciptakan sebuah budaya holiganisme, kekerasan, dan bullying.",0,kazakhstan kartun spongebob squarepants dilarang kartun menciptakan budaya holiganisme kekerasan bullying
USER USER USER USER USER sampean bener2 idiot... kok gak malu ya umbar kegoblokkan berulang2 terus',1,sampean bener idiot gak malu ya umbar kegoblokkan berulang
Para politisi yg selalu menilai negatif terhadap rezim ini sebenarnya wajar... tapi lebih wajar jika ada solusi..supaya balans...',0,politisi yg menilai negatif rezim wajar wajar solusi balans
"USER USER USER Adek ku ga berjilbab, pas awal masuk sma negeri. Eh pas mau ambil wudhu ada yg nyeletuk ""kirain kristen"".'",0,adek ku ga berjilbab pas masuk sma negeri eh pas ambil wudhu yg nyeletuk kirain kristen
"USER USER Kayaknya si abu janda yg jadi EO acara Deklarasi Ulama Muda ini. Kemaren si faizal assegaf yg bertindak jadi EO-nya dlm aksi aktivis 98 palsunya. Besok2 lg mgkin ada pula deklarasi LGBT, Deklarasi Cebong dukung mukidi, dst. Pd kenyang",1,kayaknya si abu janda yg eo acara deklarasi ulama muda kemaren si faizal assegaf yg bertindak eo nya dlm aksi aktivis palsunya besok lg mgkin deklarasi lgbt deklarasi cebong dukung mukidi dst pd kenyang
USER USER Saya pastikan rezim ini akan memberi apresiasi dibawah kewajaran.',0,pastikan rezim apresiasi dibawah kewajaran
Hanya 2 analisa terkait LBH 1. Sudah disusupi komunis atau 2. Jadi antek para jenderal tua yg sekarang jadi penguasa negara,1,analisa terkait lbh disusupi komunis antek jenderal tua yg penguasa negara
"Ciri khas Muslim Pak USER mungkin termasuk Anda, tidak berani berargumentasi, beraninya bawa2 malaikat",1,ciri khas muslim berani berargumentasi beraninya bawa malaikat
"Kata orang jawa, moto picrk kuping budek, rai gedek pada masalah yg dihadapi rakyat.\n\nKalian ingin populer dg cara hina URL",0,orang jawa moto picrk kuping budek rai gedek yg dihadapi rakyat n nkalian populer dg hina
USER ngakakakakaka bete banget asu',0,ngakakakakaka bete banget asu
USER Pak Moel horang kayah.. punya pabrik bus listrik dpt proyek dr rejim mukidi.. wkwkwkwk',0,moel horang kayah pabrik bus listrik dpt proyek dr rejim mukidi wkwkwkwk
Les Privat di Cilandak TK SD SMP SMA UN Simak UI SBMPTN - Matematika Fisika Kimia Biologi Akuntansi Ekonomi...,0,les privat cilandak tk sd smp sma un simak ui sbmptn matematika fisika kimia biologi akuntansi ekonomi
"Kekurangan asam folat dapat mengganggu pembentukan otak, sampai cacat bawaan pada susunan saraf pusat maupun otak janin.'",0,kekurangan asam folat mengganggu pembentukan otak cacat bawaan susunan saraf pusat otak janin
Presiden USER hadiri Milad PMII. selamat ultah PMII ~ USER USER USER USER #2019TetapJokowi #Jokowi2Periode #JokowiDuaPeriode #JokowiMembangunIndonesia,0,presiden hadiri milad pmii selamat ultah pmii tetapjokowi jokowi periode jokowiduaperiode jokowimembangunindonesia
USER Cupuuu culun',1,cupuuu culun
Rumput laut pun jadi potensi ekonomi unggulan; #JokowiSekaliLagi,0,rumput laut potensi ekonomi unggulan jokowisekalilagi
USER USER USER USER USER Haha otak loe isinya oli bekas\n\nKudu dicuci pakai kencing Onta',1,haha otak loe isinya oli bekas n nkudu dicuci pakai kencing onta
"Bapak bangsa Indonesia adalah Sukano, bukan ulama, kiai, atau pejuang muslim. Pejuang muslim mendirikan Negara Islam",1,bangsa indonesia sukano ulama kiai pejuang muslim pejuang muslim mendirikan negara islam
"USER USER Ga usah begitu bang ,kita ini mau presiden yg baru .Kalo gini trus gimana mau dapat yg baru",0,ga bang presiden yg kalo gini trus gimana yg
"USER sama halnya dengan di irlandia konflik&gt; protestan (dublin city ) &gt;&lt; katholik (belfast city) itu musuh bebuyutan hingga saat ini yg memang agak adem,intinya bkn hanya yg negara2 islam saja\ndimanapun bisa ada chaos.'",0,halnya irlandia konflik gt protestan dublin city gt lt katholik belfast city musuh bebuyutan yg adem intinya bkn yg negara islam ndimanapun chaos
Seorg pemuda diamankan Tim Densus 88 karna terbukti selalu mengirim bom sms ke gebetannya',0,seorg pemuda diamankan tim densus karna terbukti mengirim bom sms gebetannya
USER Bener prabowo aja yg pergi ke rohingya jgn bisanya hanya mengkritik doang,1,bener prabowo aja yg pergi rohingya jgn bisanya mengkritik doang
bgst masih aja ngomongin titit',0,bgst aja ngomongin titit
RT USER: Slim ... yuk #coli malem minggu ... #kontol #gay #bahancoli URL,0,slim yuk coli malem minggu kontol gay bahancoli
"RT USER: Wanita adalah makhluk paling unik didunia. Dia bisa jadi selembut sutra, bisa juga seperti karang. Maka, wanita butuh dibimbin\xe2\x80\xa6'",0,wanita makhluk unik didunia selembut sutra karang wanita butuh dibimbin xe x xa
USER whuahahahah baru di rezim ini usir maling pake duit rente di banggakan itupun belum utuh jd milik negara\n*sepakat mau bodohi rkyt yg sdh hilang rasa percayanya.\nheheh',1,whuahahahah rezim usir maling pake duit rente banggakan itupun utuh jd milik negara n sepakat bodohi rkyt yg sdh hilang percayanya nheheh
Calon Wakil Gubernur SUMATERA UTARA diperiksa KPK Di Mangko Brimob terkait suap APBD.; ; MAJU TERUS KPK; #HIDUP_KPK,0,calon wakil gubernur sumatera utara diperiksa kpk mangko brimob terkait suap apbd maju kpk hidup kpk
USER Mana alumi mu jana kok umat islam di nistakan diem g demo demo...??? Mana pembelaanmu...???ktnya bela agama...??? Congor tok.',1,alumi mu jana umat islam nistakan diem g demo demo pembelaanmu ktnya bela agama congor tok
USER Edan tenan..\xf0\x9f\x98\x95',0,edan tenan xf x f x x
USER Keren memek nya ya om hiu',0,keren memek nya ya om hiu
"USER aku gak ngerasa sipitan sih nder. tapi kata temen temen ku yg bilang \'\'kamu pake kacamata terus jd makin sipit wkwkwk""'",0,gak ngerasa sipitan sih nder temen temen ku yg bilang pake kacamata jd sipit wkwkwk
USER Sempurna itu mustahil ...usaha untuk kesempurnaan itu harus... jaring kader demokrat terbaik ..buat presiden periode mendatang',0,sempurna mustahil usaha kesempurnaan jaring kader demokrat terbaik presiden periode
"Ini kantor apa tempat pembuangan sih?\nAnjirr bau bangke bgt,,,, bgstt!'",1,kantor pembuangan sih nanjirr bau bangke bgt bgstt
"USER Limbat bloon, ya Allah. :)'",1,limbat bloon ya allah
RT USER: digilir dua kontol besar URL,0,digilir kontol
"USER USER ... INGIN JADI TKI, DEMI INSTA STORY MEWAH DAN INDAHHHHH \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,tki insta story mewah indahhhhh xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x
Dinamika politik hari ini adalah refleksi upaya koalisi SBY - Jenderal Merah dan TNI merebut Jokowi,1,dinamika politik refleksi upaya koalisi sby jenderal merah tni merebut jokowi
?AYO KITA VIRALKAN?; ; Sangat memalukan USER membuat pernyataan FITNAH!! ; terhadap USER !!; ; Warga Kampung Akuarium membantah pernyataan Gubernur DKI JKT Anies Baswedan yg menyebut 24 warga meninggal dunia krn tinggal di bekas penggusur,1,ayo viralkan memalukan pernyataan fitnah warga kampung akuarium membantah pernyataan gubernur dki jkt anies baswedan yg menyebut warga meninggal dunia krn tinggal bekas penggusur
